horizon_months,n,pearson_r,pearson_p,spearman_r,spearman_p,slope,slope_p,r2,status
3,120,0.08689582335009,0.3453131460228466,0.1295496234516073,0.1584684416183149,0.0301459354937878,0.3453131460228453,0.0075508841156901,ok
6,30,0.0873005026110544,0.6464322811775545,0.188897542608427,0.317451490672218,0.0290895024309367,0.6464322811775551,0.0076213777561428,ok
12,0,,,,,,,,insufficient_data
