axis_type,cluster_count,mean_complaints_per_1000,mean_outflow_rate,ab_tier_share_pct
신축·재정비,8,12.204374488339896,-2.703093177459957,0.0
노후·정체,14,19.81050093180873,1.7854624878684604,50.0
혼합/전이,8,10.441128163568276,0.2585495825728864,25.0
