axis_group,group_total,category_count,top_category,top_share,hhi,entropy,effective_category_count,axis_group_label,axis_group_order
new_redevelopment,2117.0,7,시설노후/파손,0.906471421823335,0.8257688117136196,0.410817910441465,1.5080507312637137,신축·재정비,0
old_stagnant,9888.0,8,시설노후/파손,0.9340614886731392,0.8749429696745951,0.3029538168109255,1.3538519377984373,노후·정체,1
mixed_other,1734.0,6,시설노후/파손,0.8863898500576701,0.7902836146331794,0.4954117558070178,1.6411738628198365,혼합/전이,2
