axis_group,group_total,category_count,top_category,top_share,hhi,entropy,effective_category_count,axis_group_label,axis_group_order
new_redevelopment,2314.0,4,seoul_other,0.3094209161624892,0.2609911186576914,1.3632670435674341,3.9089431508749994,신축·재정비,0
old_stagnant,6816.0,4,gyeonggi_other,0.30663145539906106,0.27325260123928236,1.332508240942699,3.790539059137384,노후·정체,1
mixed_other,1938.0,4,gyeonggi_other,0.31166150670794635,0.26878166398817416,1.3453537033328233,3.8395443600898362,혼합/전이,2
