month,requested_dong,file,dong_cluster
202412,신흥2동,202412_신흥2동.xlsx,신흥동
202412,신흥3동,202412_신흥3동.xlsx,신흥동
202412,야탑1동,202412_야탑1동.xlsx,야탑동
202412,야탑2동,202412_야탑2동.xlsx,야탑동
202412,야탑3동,202412_야탑3동.xlsx,야탑동
202412,양지동,202412_양지동.xlsx,양지동
202412,운중동,202412_운중동.xlsx,운중동
202412,위례동,202412_위례동.xlsx,위례동
202412,은행1동,202412_은행1동.xlsx,은행동
202412,은행2동,202412_은행2동.xlsx,은행동
202412,이매1동,202412_이매1동.xlsx,이매동
202412,이매2동,202412_이매2동.xlsx,이매동
202412,정자1동,202412_정자1동.xlsx,정자동
202412,정자2동,202412_정자2동.xlsx,정자동
202412,정자3동,202412_정자3동.xlsx,정자동
202412,정자동,202412_정자동.xlsx,정자동
202412,중앙동,202412_중앙동.xlsx,중앙동
202412,태평1동,202412_태평1동.xlsx,태평동
202412,태평2동,202412_태평2동.xlsx,태평동
202412,태평3동,202412_태평3동.xlsx,태평동
202412,태평4동,202412_태평4동.xlsx,태평동
202412,판교동,202412_판교동.xlsx,판교동
202412,하대원동,202412_하대원동.xlsx,하대원동
