month,dong_cluster,topic_group,complaint_count,month_cluster_total,topic_share
202408,수진동,시설노후/파손,1,3,0.3333333333333333
202408,신흥동,공원/녹지,1,8,0.125
202408,신흥동,시설노후/파손,7,8,0.875
202408,야탑동,기타,2,71,0.028169014084507043
202408,야탑동,생활환경,1,71,0.014084507042253521
202408,야탑동,시설노후/파손,68,71,0.9577464788732394
202408,양지동,기타,9,20,0.45
202408,양지동,생활환경,11,20,0.55
202408,운중동,생활환경,1,14,0.07142857142857142
202408,운중동,시설노후/파손,13,14,0.9285714285714286
202408,위례동,불법주정차,1,1,1.0
202408,은행동,생활환경,1,2,0.5
202408,은행동,시설노후/파손,1,2,0.5
202408,이매동,시설노후/파손,1,1,1.0
202408,정자동,기타,2,5,0.4
202408,정자동,불법주정차,1,5,0.2
202408,정자동,시설노후/파손,2,5,0.4
202408,중앙동,불법주정차,2,3,0.6666666666666666
202408,중앙동,시설노후/파손,1,3,0.3333333333333333
202408,창곡동,기타,1,4,0.25
202408,창곡동,불법주정차,2,4,0.5
202408,창곡동,시설노후/파손,1,4,0.25
202408,태평동,공원/녹지,1,7,0.14285714285714285
202408,태평동,기타,2,7,0.2857142857142857
202408,태평동,불법광고물,1,7,0.14285714285714285
202408,태평동,생활환경,1,7,0.14285714285714285
202408,태평동,시설노후/파손,2,7,0.2857142857142857
202408,판교동,기타,1,2,0.5
202408,판교동,불법주정차,1,2,0.5
202408,하대원동,불법광고물,1,1,1.0
202409,고등동,불법주정차,1,7,0.14285714285714285
202409,고등동,시설노후/파손,6,7,0.8571428571428571
202409,구미동,공원/녹지,1,28,0.03571428571428571
202409,구미동,불법광고물,1,28,0.03571428571428571
202409,구미동,불법주정차,12,28,0.42857142857142855
202409,구미동,시설노후/파손,14,28,0.5
202409,궁내동,시설노후/파손,2,2,1.0
202409,금곡동,생활환경,1,15,0.06666666666666667
202409,금곡동,시설노후/파손,14,15,0.9333333333333333
202409,금광동,불법주정차,17,63,0.2698412698412698
202409,금광동,생활환경,1,63,0.015873015873015872
202409,금광동,시설노후/파손,45,63,0.7142857142857143
202409,금토동,시설노후/파손,2,2,1.0
202409,단대동,불법광고물,1,13,0.07692307692307693
202409,단대동,시설노후/파손,12,13,0.9230769230769231
202409,대장동,불법주정차,1,11,0.09090909090909091
202409,대장동,시설노후/파손,10,11,0.9090909090909091
202409,도촌동,시설노후/파손,5,5,1.0
202409,동원동,시설노후/파손,1,1,1.0
202409,백현동,불법주정차,6,20,0.3
202409,백현동,시설노후/파손,14,20,0.7
202409,복정동,불법주정차,2,13,0.15384615384615385
202409,복정동,시설노후/파손,11,13,0.8461538461538461
202409,분당동,불법주정차,2,10,0.2
202409,분당동,시설노후/파손,8,10,0.8
202409,사송동,불법주정차,2,2,1.0
202409,삼평동,불법광고물,1,24,0.041666666666666664
202409,삼평동,불법주정차,8,24,0.3333333333333333
202409,삼평동,생활환경,1,24,0.041666666666666664
202409,삼평동,시설노후/파손,14,24,0.5833333333333334
202409,상대원동,불법주정차,2,23,0.08695652173913043
202409,상대원동,시설노후/파손,21,23,0.9130434782608695
202409,서현동,불법주정차,1,28,0.03571428571428571
202409,서현동,생활환경,3,28,0.10714285714285714
202409,서현동,시설노후/파손,24,28,0.8571428571428571
202409,석운동,불법주정차,1,1,1.0
202409,성남동,공원/녹지,1,237,0.004219409282700422
202409,성남동,불법광고물,1,237,0.004219409282700422
202409,성남동,불법주정차,6,237,0.02531645569620253
202409,성남동,시설노후/파손,229,237,0.9662447257383966
202409,수내동,불법주정차,3,20,0.15
202409,수내동,시설노후/파손,17,20,0.85
202409,수진동,불법주정차,3,19,0.15789473684210525
202409,수진동,생활환경,1,19,0.05263157894736842
202409,수진동,시설노후/파손,15,19,0.7894736842105263
202409,시흥동,불법주정차,1,1,1.0
202409,신흥동,불법주정차,1,35,0.02857142857142857
202409,신흥동,시설노후/파손,34,35,0.9714285714285714
202409,심곡동,시설노후/파손,16,16,1.0
202409,야탑동,불법광고물,1,20,0.05
202409,야탑동,불법주정차,8,20,0.4
202409,야탑동,시설노후/파손,11,20,0.55
202409,여수동,생활환경,1,9,0.1111111111111111
202409,여수동,시설노후/파손,8,9,0.8888888888888888
202409,오야동,불법주정차,1,3,0.3333333333333333
202409,오야동,시설노후/파손,2,3,0.6666666666666666
202409,운중동,불법주정차,2,10,0.2
202409,운중동,시설노후/파손,8,10,0.8
202409,은행동,불법주정차,2,45,0.044444444444444446
202409,은행동,시설노후/파손,43,45,0.9555555555555556
202409,이매동,시설노후/파손,12,12,1.0
202409,정자동,공원/녹지,1,78,0.01282051282051282
202409,정자동,불법주정차,5,78,0.0641025641025641
202409,정자동,생활환경,3,78,0.038461538461538464
202409,정자동,시설노후/파손,69,78,0.8846153846153846
202409,중앙동,불법광고물,1,12,0.08333333333333333
202409,중앙동,시설노후/파손,11,12,0.9166666666666666
202409,창곡동,시설노후/파손,17,17,1.0
202409,태평동,공원/녹지,1,17,0.058823529411764705
202409,태평동,불법주정차,3,17,0.17647058823529413
202409,태평동,시설노후/파손,13,17,0.7647058823529411
202409,판교동,불법주정차,1,51,0.0196078431372549
202409,판교동,생활환경,1,51,0.0196078431372549
202409,판교동,시설노후/파손,49,51,0.9607843137254902
202409,하대원동,불법주정차,2,25,0.08
202409,하대원동,생활환경,1,25,0.04
202409,하대원동,시설노후/파손,22,25,0.88
202410,고등동,불법주정차,1,12,0.08333333333333333
202410,고등동,시설노후/파손,11,12,0.9166666666666666
202410,구미동,공원/녹지,1,41,0.024390243902439025
202410,구미동,불법주정차,10,41,0.24390243902439024
202410,구미동,시설노후/파손,30,41,0.7317073170731707
202410,궁내동,불법주정차,1,4,0.25
202410,궁내동,시설노후/파손,3,4,0.75
202410,금곡동,불법주정차,1,10,0.1
202410,금곡동,생활환경,1,10,0.1
202410,금곡동,시설노후/파손,8,10,0.8
202410,금광동,불법주정차,7,86,0.08139534883720931
202410,금광동,생활환경,1,86,0.011627906976744186
202410,금광동,시설노후/파손,78,86,0.9069767441860465
202410,금토동,불법주정차,2,9,0.2222222222222222
202410,금토동,시설노후/파손,7,9,0.7777777777777778
202410,단대동,불법주정차,3,17,0.17647058823529413
202410,단대동,시설노후/파손,14,17,0.8235294117647058
202410,대장동,시설노후/파손,7,7,1.0
202410,도촌동,불법주정차,1,7,0.14285714285714285
202410,도촌동,시설노후/파손,6,7,0.8571428571428571
202410,백현동,불법주정차,1,12,0.08333333333333333
202410,백현동,생활환경,2,12,0.16666666666666666
202410,백현동,시설노후/파손,9,12,0.75
202410,복정동,불법광고물,1,14,0.07142857142857142
202410,복정동,생활환경,1,14,0.07142857142857142
202410,복정동,시설노후/파손,12,14,0.8571428571428571
202410,분당동,불법주정차,1,15,0.06666666666666667
202410,분당동,시설노후/파손,14,15,0.9333333333333333
202410,삼평동,불법광고물,3,27,0.1111111111111111
202410,삼평동,불법주정차,6,27,0.2222222222222222
202410,삼평동,생활환경,1,27,0.037037037037037035
202410,삼평동,시설노후/파손,17,27,0.6296296296296297
202410,상대원동,불법주정차,2,34,0.058823529411764705
202410,상대원동,시설노후/파손,32,34,0.9411764705882353
202410,상적동,시설노후/파손,2,2,1.0
202410,서현동,불법광고물,2,58,0.034482758620689655
202410,서현동,불법주정차,6,58,0.10344827586206896
202410,서현동,시설노후/파손,50,58,0.8620689655172413
202410,성남동,불법광고물,1,250,0.004
202410,성남동,불법주정차,4,250,0.016
202410,성남동,시설노후/파손,245,250,0.98
202410,수내동,불법광고물,2,40,0.05
202410,수내동,불법주정차,2,40,0.05
202410,수내동,시설노후/파손,36,40,0.9
202410,수진동,불법광고물,2,23,0.08695652173913043
202410,수진동,불법주정차,1,23,0.043478260869565216
202410,수진동,시설노후/파손,20,23,0.8695652173913043
202410,시흥동,불법주정차,1,13,0.07692307692307693
202410,시흥동,시설노후/파손,12,13,0.9230769230769231
202410,신촌동,시설노후/파손,1,1,1.0
202410,신흥동,불법광고물,2,42,0.047619047619047616
202410,신흥동,시설노후/파손,40,42,0.9523809523809523
202410,심곡동,불법주정차,1,7,0.14285714285714285
202410,심곡동,생활환경,1,7,0.14285714285714285
202410,심곡동,시설노후/파손,5,7,0.7142857142857143
202410,야탑동,불법광고물,1,38,0.02631578947368421
202410,야탑동,불법주정차,5,38,0.13157894736842105
202410,야탑동,시설노후/파손,32,38,0.8421052631578947
202410,양지동,불법주정차,11,15,0.7333333333333333
202410,양지동,시설노후/파손,4,15,0.26666666666666666
202410,여수동,불법광고물,1,21,0.047619047619047616
202410,여수동,시설노후/파손,20,21,0.9523809523809523
202410,오야동,시설노후/파손,3,3,1.0
202410,운중동,불법광고물,1,13,0.07692307692307693
202410,운중동,불법주정차,3,13,0.23076923076923078
202410,운중동,시설노후/파손,9,13,0.6923076923076923
202410,율동,시설노후/파손,4,4,1.0
202410,은행동,불법주정차,1,76,0.013157894736842105
202410,은행동,시설노후/파손,75,76,0.9868421052631579
202410,이매동,불법주정차,1,17,0.058823529411764705
202410,이매동,시설노후/파손,16,17,0.9411764705882353
202410,정자동,불법광고물,1,117,0.008547008547008548
202410,정자동,불법주정차,9,117,0.07692307692307693
202410,정자동,생활환경,1,117,0.008547008547008548
202410,정자동,시설노후/파손,106,117,0.905982905982906
202410,중앙동,공원/녹지,1,31,0.03225806451612903
202410,중앙동,불법주정차,7,31,0.22580645161290322
202410,중앙동,시설노후/파손,23,31,0.7419354838709677
202410,창곡동,불법광고물,4,52,0.07692307692307693
202410,창곡동,불법주정차,5,52,0.09615384615384616
202410,창곡동,생활환경,2,52,0.038461538461538464
202410,창곡동,시설노후/파손,41,52,0.7884615384615384
202410,태평동,불법주정차,5,24,0.20833333333333334
202410,태평동,시설노후/파손,19,24,0.7916666666666666
202410,판교동,시설노후/파손,40,40,1.0
202410,하대원동,불법주정차,1,53,0.018867924528301886
202410,하대원동,시설노후/파손,52,53,0.9811320754716981
202411,고등동,불법주정차,1,3,0.3333333333333333
202411,고등동,시설노후/파손,2,3,0.6666666666666666
202411,구미동,불법주정차,16,50,0.32
202411,구미동,생활환경,1,50,0.02
202411,구미동,시설노후/파손,33,50,0.66
202411,궁내동,시설노후/파손,1,1,1.0
202411,금곡동,불법광고물,1,12,0.08333333333333333
202411,금곡동,불법주정차,1,12,0.08333333333333333
202411,금곡동,시설노후/파손,10,12,0.8333333333333334
202411,금광동,불법광고물,1,91,0.01098901098901099
202411,금광동,불법주정차,9,91,0.0989010989010989
202411,금광동,생활환경,1,91,0.01098901098901099
202411,금광동,시설노후/파손,80,91,0.8791208791208791
202411,금토동,불법주정차,1,15,0.06666666666666667
202411,금토동,생활환경,1,15,0.06666666666666667
202411,금토동,시설노후/파손,13,15,0.8666666666666667
202411,단대동,불법주정차,4,31,0.12903225806451613
202411,단대동,생활환경,1,31,0.03225806451612903
202411,단대동,시설노후/파손,26,31,0.8387096774193549
202411,대장동,불법주정차,1,1,1.0
202411,도촌동,시설노후/파손,2,2,1.0
202411,백현동,불법주정차,5,18,0.2777777777777778
202411,백현동,생활환경,2,18,0.1111111111111111
202411,백현동,시설노후/파손,11,18,0.6111111111111112
202411,복정동,불법주정차,3,14,0.21428571428571427
202411,복정동,시설노후/파손,11,14,0.7857142857142857
202411,분당동,불법주정차,2,10,0.2
202411,분당동,시설노후/파손,8,10,0.8
202411,사송동,불법주정차,2,5,0.4
202411,사송동,시설노후/파손,3,5,0.6
202411,산성동,시설노후/파손,3,3,1.0
202411,삼평동,불법광고물,2,20,0.1
202411,삼평동,불법주정차,2,20,0.1
202411,삼평동,시설노후/파손,16,20,0.8
202411,상대원동,불법주정차,2,38,0.05263157894736842
202411,상대원동,시설노후/파손,36,38,0.9473684210526315
202411,서현동,공원/녹지,1,43,0.023255813953488372
202411,서현동,불법광고물,2,43,0.046511627906976744
202411,서현동,불법주정차,3,43,0.06976744186046512
202411,서현동,시설노후/파손,37,43,0.8604651162790697
202411,성남동,불법광고물,1,205,0.004878048780487805
202411,성남동,불법주정차,11,205,0.05365853658536585
202411,성남동,시설노후/파손,193,205,0.9414634146341463
202411,수내동,불법주정차,1,21,0.047619047619047616
202411,수내동,시설노후/파손,20,21,0.9523809523809523
202411,수진동,불법광고물,2,25,0.08
202411,수진동,불법주정차,1,25,0.04
202411,수진동,시설노후/파손,22,25,0.88
202411,시흥동,불법주정차,1,14,0.07142857142857142
202411,시흥동,생활환경,2,14,0.14285714285714285
202411,시흥동,시설노후/파손,11,14,0.7857142857142857
202411,신촌동,시설노후/파손,3,3,1.0
202411,신흥동,불법주정차,2,23,0.08695652173913043
202411,신흥동,생활환경,1,23,0.043478260869565216
202411,신흥동,시설노후/파손,20,23,0.8695652173913043
202411,심곡동,시설노후/파손,6,6,1.0
202411,야탑동,불법광고물,1,47,0.02127659574468085
202411,야탑동,불법주정차,7,47,0.14893617021276595
202411,야탑동,시설노후/파손,39,47,0.8297872340425532
202411,양지동,불법주정차,4,8,0.5
202411,양지동,시설노후/파손,4,8,0.5
202411,여수동,시설노후/파손,18,18,1.0
202411,운중동,공원/녹지,1,10,0.1
202411,운중동,불법주정차,4,10,0.4
202411,운중동,시설노후/파손,5,10,0.5
202411,율동,시설노후/파손,1,1,1.0
202411,은행동,시설노후/파손,54,54,1.0
202411,이매동,시설노후/파손,14,14,1.0
202411,정자동,공원/녹지,1,66,0.015151515151515152
202411,정자동,불법광고물,1,66,0.015151515151515152
202411,정자동,불법주정차,14,66,0.21212121212121213
202411,정자동,생활환경,1,66,0.015151515151515152
202411,정자동,시설노후/파손,49,66,0.7424242424242424
202411,중앙동,불법광고물,1,17,0.058823529411764705
202411,중앙동,시설노후/파손,16,17,0.9411764705882353
202411,창곡동,공원/녹지,1,24,0.041666666666666664
202411,창곡동,불법광고물,1,24,0.041666666666666664
202411,창곡동,불법주정차,3,24,0.125
202411,창곡동,시설노후/파손,19,24,0.7916666666666666
202411,태평동,불법주정차,6,43,0.13953488372093023
202411,태평동,시설노후/파손,37,43,0.8604651162790697
202411,판교동,생활환경,1,22,0.045454545454545456
202411,판교동,시설노후/파손,21,22,0.9545454545454546
202411,하대원동,시설노후/파손,76,76,1.0
202412,고등동,불법주정차,1,2,0.5
202412,고등동,시설노후/파손,1,2,0.5
202412,구미동,불법주정차,24,43,0.5581395348837209
202412,구미동,시설노후/파손,19,43,0.4418604651162791
202412,궁내동,시설노후/파손,10,10,1.0
202412,금곡동,불법주정차,3,27,0.1111111111111111
202412,금곡동,시설노후/파손,24,27,0.8888888888888888
202412,금광동,불법주정차,4,70,0.05714285714285714
202412,금광동,생활환경,1,70,0.014285714285714285
202412,금광동,시설노후/파손,65,70,0.9285714285714286
202412,금토동,불법주정차,1,30,0.03333333333333333
202412,금토동,생활환경,1,30,0.03333333333333333
202412,금토동,시설노후/파손,28,30,0.9333333333333333
202412,단대동,시설노후/파손,27,27,1.0
202412,대장동,공원/녹지,1,2,0.5
202412,대장동,시설노후/파손,1,2,0.5
202412,도촌동,시설노후/파손,5,5,1.0
202412,백현동,불법주정차,4,16,0.25
202412,백현동,생활환경,1,16,0.0625
202412,백현동,시설노후/파손,11,16,0.6875
202412,복정동,불법주정차,4,32,0.125
202412,복정동,생활환경,4,32,0.125
202412,복정동,시설노후/파손,24,32,0.75
202412,분당동,불법주정차,3,32,0.09375
202412,분당동,시설노후/파손,29,32,0.90625
202412,사송동,시설노후/파손,1,1,1.0
202412,산성동,시설노후/파손,9,9,1.0
202412,삼평동,불법주정차,6,16,0.375
202412,삼평동,시설노후/파손,10,16,0.625
202412,상대원동,불법주정차,1,29,0.034482758620689655
202412,상대원동,시설노후/파손,28,29,0.9655172413793104
202412,상적동,불법주정차,1,1,1.0
202412,서현동,불법광고물,1,35,0.02857142857142857
202412,서현동,불법주정차,1,35,0.02857142857142857
202412,서현동,시설노후/파손,33,35,0.9428571428571428
202412,성남동,공원/녹지,1,114,0.008771929824561403
202412,성남동,불법주정차,7,114,0.06140350877192982
202412,성남동,시설노후/파손,106,114,0.9298245614035088
202412,수내동,불법주정차,3,17,0.17647058823529413
202412,수내동,생활환경,1,17,0.058823529411764705
202412,수내동,시설노후/파손,13,17,0.7647058823529411
202412,수진동,불법주정차,1,21,0.047619047619047616
202412,수진동,시설노후/파손,20,21,0.9523809523809523
202412,시흥동,시설노후/파손,3,3,1.0
202412,신흥동,불법주정차,1,33,0.030303030303030304
202412,신흥동,시설노후/파손,32,33,0.9696969696969697
202412,심곡동,시설노후/파손,4,4,1.0
202412,야탑동,공원/녹지,2,54,0.037037037037037035
202412,야탑동,불법주정차,5,54,0.09259259259259259
202412,야탑동,시설노후/파손,47,54,0.8703703703703703
202412,양지동,불법광고물,1,1,1.0
202412,여수동,불법광고물,1,21,0.047619047619047616
202412,여수동,시설노후/파손,20,21,0.9523809523809523
202412,운중동,공원/녹지,1,12,0.08333333333333333
202412,운중동,불법주정차,4,12,0.3333333333333333
202412,운중동,시설노후/파손,7,12,0.5833333333333334
202412,은행동,시설노후/파손,80,80,1.0
202412,이매동,불법주정차,1,8,0.125
202412,이매동,시설노후/파손,7,8,0.875
202412,정자동,공원/녹지,1,54,0.018518518518518517
202412,정자동,불법주정차,12,54,0.2222222222222222
202412,정자동,생활환경,1,54,0.018518518518518517
202412,정자동,시설노후/파손,40,54,0.7407407407407407
202412,중앙동,공원/녹지,1,15,0.06666666666666667
202412,중앙동,불법주정차,1,15,0.06666666666666667
202412,중앙동,시설노후/파손,13,15,0.8666666666666667
202412,창곡동,불법광고물,4,26,0.15384615384615385
202412,창곡동,불법주정차,1,26,0.038461538461538464
202412,창곡동,시설노후/파손,21,26,0.8076923076923077
202412,태평동,불법주정차,10,44,0.22727272727272727
202412,태평동,생활환경,1,44,0.022727272727272728
202412,태평동,시설노후/파손,33,44,0.75
202412,판교동,불법광고물,1,39,0.02564102564102564
202412,판교동,불법주정차,1,39,0.02564102564102564
202412,판교동,생활환경,1,39,0.02564102564102564
202412,판교동,시설노후/파손,36,39,0.9230769230769231
202412,하대원동,불법주정차,1,23,0.043478260869565216
202412,하대원동,생활환경,1,23,0.043478260869565216
202412,하대원동,시설노후/파손,21,23,0.9130434782608695
